Collected_Date,Report_Date,School_Board,School,Municipality,Confirmed_Student_Cases,Confirmed_Staff_Cases,Confirmed_Unspecified_Cases,Total_Confirmed_Cases
2020-09-24,2020-09-25,Toronto District School Board,School for Experiential Education,Toronto,0,1,0,1
2020-09-24,2020-09-25,Peel District School Board,Mountain Ash Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Robert J. Lee Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,York Region District School Board,Blue Willow Public School,Woodbridge,0,0,1,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-Rémi,Ottawa,1,1,0,2
2020-09-24,2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique Louis-Riel,Ottawa,0,0,1,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,Holy Cross Elementary School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Peel District School Board,Ingleborough Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Tribune Drive Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,William Parkway Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Edenrose Public School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,St. Raphael Elementary School,Mississauga,0,0,2,2
2020-09-24,2020-09-25,York Region District School Board,Dr. Roberta Bondar Public School,Vaughan,0,0,1,1
2020-09-24,2020-09-25,Waterloo Catholic District School Board,St Anne Catholic Elementary School ,Cambridge ,1,0,0,1
2020-09-24,2020-09-25,York Region District School Board,Sir Wilfrid Laurier Public School,Markham,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Folkstone Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Goldcrest Public School,Brampton,0,0,2,2
2020-09-24,2020-09-25,Halton District School Board,Emily Carr Public School,Oakville,0,0,1,1
2020-09-24,2020-09-25,Toronto District School Board,York Memorial Collegiate Institute,Toronto,1,0,0,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,Holy Spirit Elementary School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-Jean-Paul II,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Maurice-Lapointe,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Durham District School Board,Nottingham Public School,Ajax,1,0,0,1
2020-09-24,2020-09-25,Halton Catholic District School Board,St. Thomas Aquinas Catholic Secondary School,Oakville,0,0,1,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,St. Cecilia Elementary School,Brampton,0,0,1,1
2020-09-24,2020-09-25,York Region District School Board,Tommy Douglas Secondary School,Vaughan,0,0,1,1
2020-09-24,2020-09-25,York Region District School Board,Carrville Mills Public School,Vaughan,0,0,1,1
2020-09-24,2020-09-25,Niagara Catholic District School Board,Mary Ward Catholic Elementary School,Niagara Falls,0,1,0,1
2020-09-24,2020-09-25,Grand Erie District School Board,Russell Reid Elementary School,Brantford,0,1,0,1
2020-09-24,2020-09-25,Simcoe Muskoka Catholic District School Board,St. John Vianney Catholic School,Barrie,0,0,1,1
2020-09-24,2020-09-25,Keewatin-Patricia District School Board,Golden Learning Centre,Red Lake,1,0,0,1
2020-09-24,2020-09-25,Hamilton Wentworth Catholic District School Board,Bishop Tonnos Catholic Secondary School,Hamilton,1,0,0,1
2020-09-24,2020-09-25,Toronto Catholic District School Board,St. Basil- the-Great College School,Toronto,0,1,0,1
2020-09-24,2020-09-25,Conseil scolaire catholique Providence,École catholique secondaire l'Essor ,Windsor,1,0,0,1
2020-09-24,2020-09-25,Durham District School Board,Pine Ridge Secondary School,Pickering,2,0,0,2
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Au Coeur d'Ottawa,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Toronto District School Board,Richview Collegiate Intstitute,Toronto,1,0,0,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,Loyola Catholic Secondary School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,Robert F. Hall Catholic Secondary School,Caledon,0,0,2,2
2020-09-24,2020-09-25,Peel District School Board,Plum Tree Park Public School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,District School Board of Niagara,Eastdale Secondary School,Welland,0,2,0,2
2020-09-24,2020-09-25,York Catholic District School Board,St. Michael the Archangel Catholic Elementary School,Woodbridge,0,0,1,1
2020-09-24,2020-09-25,Halton District School Board,Sunningdale Public School,Oakville,0,0,2,2
2020-09-24,2020-09-25,Peel District School Board,Castlemore Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Conseil scolaire catholique MonAvenir,l’École secondaire catholique Saint-Charles-Garnier,Whitby,1,0,0,1
2020-09-24,2020-09-25,Waterloo Region District School Board,Riverside Public School,Woolwich,1,0,0,1
2020-09-24,2020-09-25,Greater Essex County District School Board,Kingsville District High School,Kingsville,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Marie-Curie ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Michaëlle-Jean,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Peel District School Board,Gordon Graydon Senior Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Heart Lake Secondary School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Kingswood Drive Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Walnut Grove Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Simcoe Muskoka Catholic District School Board,Father F.X. O'Reilly Catholic School,New Tecumseth,0,0,1,1
2020-09-24,2020-09-25,Simcoe County District School Board,Bear Creek Secondary School,Barrie,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Port Credit Secondary School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,Corpus Christi Elementary School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,York Region District School Board,Maple High School,Vaughan,0,0,1,1
2020-09-24,2020-09-25,Catholic District School Board of Eastern Ontario,Holy Cross Elementary School,North Grenville,0,1,0,1
2020-09-24,2020-09-25,Halton Catholic District School Board,St. Francis Xavier Catholic Elementary School,Milton,0,0,1,1
2020-09-24,2020-09-25,Conseil Scolaire Viamonde,École élémentaire Antonine-Maillet ,Oshawa,1,0,0,1
2020-09-24,2020-09-25,Toronto Catholic District School Board,St. Gerald Catholic Elementary,Toronto,1,0,0,1
2020-09-24,2020-09-25,Toronto Catholic District School Board,St. John Paul II Catholic Secondary,Toronto,1,0,0,1
2020-09-24,2020-09-25,Toronto Catholic District School Board,St. Alberts Catholic Elementary,Toronto,1,0,0,1
2020-09-24,2020-09-25,Toronto District School Board,Humewood Community School,Toronto,0,1,0,1
2020-09-24,2020-09-25,Toronto District School Board,Emery Adult Learning Centre,Toronto,1,0,0,1
2020-09-24,2020-09-25,Halton District School Board,Maple Grove Public School,Oakville,0,0,2,2
2020-09-24,2020-09-25,Peel District School Board,Mayfield Secondary School,Caledon,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Lougheed Middle School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Treeline Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Ray Lawson Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Toronto District School Board,Burnhamthorpe Adult Learning Centre,Toronto,1,0,0,1
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Bayview Public School ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Queen Mary Street Public School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique George-Étienne-Cartier ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Horizon-Jeunesse ,Ottawa,1,1,0,2
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Sainte-Bernadette ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique d'enseignement personnalisé Lamoureux ,Ottawa,1,2,0,3
2020-09-24,2020-09-25,Thames Valley District School Board,H.B Beal Secondary School,London,1,0,0,1
2020-09-24,2020-09-25,Peel District School Board,Applewood Heights Secondary School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Central Peel Secondary School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Sawmill Valley Public School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Halton Catholic District School Board,St. Anthony of Padua Catholic Elementary School,Milton,0,0,1,1
2020-09-24,2020-09-25,Waterloo Region District School Board,Huron Heights Secondary School,Kitchener,1,0,0,1
2020-09-24,2020-09-25,Waterloo Region District School Board,Williamsburg Public  School,Kitchener,1,0,0,1
2020-09-24,2020-09-25,Waterloo Region District School Board,Forest Heights Collegiate Institute Secondary School,Kitchener,1,0,0,1
2020-09-24,2020-09-25,Waterloo Region District School Board,Clemens Mills Public School,Cambridge ,1,0,0,1
2020-09-24,2020-09-25,Halton Catholic District School Board,Holy Trinity Catholic Secondary School,Oakville,0,0,1,1
2020-09-24,2020-09-25,Halton Catholic District School Board,St. Andrew Catholic Elementary School,Oakville,0,0,1,1
2020-09-24,2020-09-25,Toronto District School Board,Allenby Junior Elementary School,Toronto,1,0,0,1
2020-09-24,2020-09-25,Toronto District School Board,Carleton Village Jr & Sr Sports & Wellness Academy,Toronto,0,1,0,1
2020-09-24,2020-09-25,Toronto District School Board,George Webster Elementary School,Toronto,1,0,0,1
2020-09-24,2020-09-25,Toronto District School Board,Kingsview Village Junior School,Toronto,0,1,0,1
2020-09-24,2020-09-25,Toronto District School Board,Mason Road Junior Public School,Toronto,0,2,0,2
2020-09-24,2020-09-25,Toronto Catholic District School Board,St. John Catholic School,Toronto,1,0,0,1
2020-09-24,2020-09-25,Toronto Catholic District School Board,Sts. Cosmas and Damian Catholic Elementary School,Toronto,2,0,0,2
2020-09-24,2020-09-25,Peel District School Board,David Leeder Middle School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,St. Benedict Catholic Elementary School,Orangeville,0,0,1,1
2020-09-24,2020-09-25,Trillium Lakelands District School Board,Spruce Glen Public School,Huntsville,0,0,1,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,St Luke Elementary School ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,St. Joseph High School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil scolaire de district catholique de l'Est ontarien,École secondaire catholique L'Escale,Clarence-Rockland,1,0,0,1
2020-09-24,2020-09-25,Toronto District School Board,Warren Park Junior Public School,Toronto,1,0,0,1
2020-09-24,2020-09-25,Conseil scolaire de district catholique de l'Est ontarien,École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisée,Russel,0,1,0,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,St. Jean Brebeuf Elementary School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,Notre Dame Secondary School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,Lester B. Pearson Catholic School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École secondaire catholique Collège catholique Samuel-Genest,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Alain-Fortin,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,Ascension of our Lord Secondary School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École secondaire catholique Pierre-Savard,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Cairine Wilson Secondary School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Ridgemont High School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Broadview Public School,Ottawa,0,1,0,1
2020-09-24,2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique Gisèle-Lalonde,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Durham District School Board,Lord Elgin Public School,Ajax,1,0,0,1
2020-09-24,2020-09-25,Hamilton Wentworth Catholic District School Board,Guardian Angel Catholic ES,Hamilton,0,0,1,1
2020-09-24,2020-09-25,Halton Catholic District School Board,St. Ignatius of Loyola Catholic Secondary School,Oakville,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Munden Park Public School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Waterloo Region District School Board,Kitchener Waterloo Collegiate and Vocational School,Kitchener,1,0,0,1
2020-09-24,2020-09-25,Waterloo Region District School Board,Cameron Heights Collegiate Institute-Secondary School,Kitchener,2,0,0,2
2020-09-24,2020-09-25,Waterloo Region District School Board,Forest Hill Public School,Kitchener,1,0,0,1
2020-09-24,2020-09-25,Toronto District School Board,Harbord Collegiate Institute,Toronto,2,0,0,2
2020-09-24,2020-09-25,Toronto Catholic District School Board,St. Wilfrid Catholic Elementary,Toronto,1,0,0,1
2020-09-24,2020-09-25,Waterloo Catholic District School Board,St. David's Catholic High School,Waterloo,1,0,0,1
2020-09-24,2020-09-25,Toronto District School Board,Fern Avenue Elemenary,Toronto,1,0,0,1
2020-09-24,2020-09-25,Conseil Scolaire Viamonde,École élémentaire Laure Rièse,Toronto,1,0,0,1
2020-09-24,2020-09-25,Grand Erie District School Board,Onondaga-Brant Public School,Brantford,0,1,0,1
2020-09-24,2020-09-25,Lakehead District School Board,Ecole Gron Morgan Public School,Thunder Bay,1,0,0,1
2020-09-24,2020-09-25,Peel District School Board,Tomken Road Middle School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Peel District School Board,Birchbank Public School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Durham Catholic District School Board,All Saints Catholic Secondary School ,Whitby,1,0,0,1
2020-09-24,2020-09-25,Conseil scolaire catholique MonAvenir,École secondaire catholique Renaissance,Aurora,1,0,0,1
2020-09-24,2020-09-25,Brant Haldimand Norfolk Catholic District School Board,St. Pius X Catholic Elementary School,Brantford,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),École intermédiaire catholique Franco-Cité,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Peel District School Board ,David Suzuki Secondary School,Brampton,0,0,1,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,St Peter High School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,St. Francis Xavier (9-12) Catholic School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,Assumption Catholic Elementary School,Ottawa,2,0,0,2
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Alta Vista Public School ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Manor Park Public School ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Glen Ogilvie Public School,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Ottawa Catholic District School Board,St. John XXIII Elementary School ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Waterloo Region District School Board,Preston High School,Cambridge ,1,0,0,1
2020-09-24,2020-09-25,District School Board of Niagara,William Hamilton Merritt Elementary School,St. Catharines,0,1,0,1
2020-09-24,2020-09-25,Halton Catholic District School Board,St. Francis of Assisi Catholic Elementary School,Halton Hills,0,0,1,1
2020-09-24,2020-09-25,Toronto District School Board,Swansea Junior and Senior Public School ,Toronto,0,2,0,2
2020-09-24,2020-09-25,Toronto District School Board,Essex Junior and Senior Public School ,Toronto,0,1,0,1
2020-09-24,2020-09-25,Toronto District School Board,Malvern Collegiate,Toronto,1,0,0,1
2020-09-24,2020-09-25,York Region District School Board,Kleinburg Public School,Vaughan,0,0,1,1
2020-09-24,2020-09-25,Simcoe Muskoka Catholic District School Board,Sister Catherine Donnelly Catholic School,Barrie,0,0,1,1
2020-09-24,2020-09-25,Halton District School Board,West Oak Public School,Oakville,0,0,1,1
2020-09-24,2020-09-25,Halton District School Board,Nelson Secondary School,Burlington,0,0,1,1
2020-09-24,2020-09-25,Toronto District School Board,Claude Watson School for the Arts,Toronto,1,0,0,1
2020-09-24,2020-09-25,Toronto District School Board,Glen Park Public School,Toronto,1,0,0,1
2020-09-24,2020-09-25,Dufferin Peel Catholic District School Board,San Lorenzo Ruiz Elementary School,Mississauga,0,0,1,1
2020-09-24,2020-09-25,Toronto District School Board,Hilltop Middle School,Toronto,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Trille des Bois ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Séraphin-Marion ,Ottawa,2,1,0,3
2020-09-24,2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Omer-Deslauriers ,Ottawa,0,0,1,1
2020-09-24,2020-09-25,Ottawa-Carleton District School Board,Ottawa Technical Secondary School ,Ottawa,1,0,0,1
2020-09-24,2020-09-25,Upper Canada District School Board,Chimo Elementary School,Smith Falls,1,0,0,1
2020-09-24,2020-09-25,Toronto Catholic District School Board,D'Arcy McGee Catholic School,Toronto,0,1,0,1
2020-09-24,2020-09-25,Toronto Catholic District School Board,St. Charles Garnier Catholic School,Toronto,0,1,0,1
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Laurier-Carrière,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Marius-Barbeau,Ottawa,1,1,0,2
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Montfort,Ottawa,1,1,0,2
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Roger-Saint-Denis,Ottawa,0,1,0,1
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Sainte-Anne,Ottawa,2,0,0,2
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-François-d’Assise,Ottawa,2,1,0,3
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École intermédiaire catholique Franco-Ouest,Ottawa,3,0,0,3
2020-09-25,2020-09-28,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique De La Salle,Ottawa,0,1,1,2
2020-09-25,2020-09-28,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Gabrielle-Roy,Ottawa,0,0,3,3
2020-09-25,2020-09-28,Conseil Scolaire Viamonde,École Ronald-Marion,Pickering,0,1,0,1
2020-09-25,2020-09-28,Dufferin Peel Catholic District School Board,St. Joseph Secondary School,Mississauga,1,0,0,1
2020-09-25,2020-09-28,Durham District School Board,Maple Ridge Public School,Pickering,2,0,0,2
2020-09-25,2020-09-28,Halton Catholic District School Board,St. Marguerite d’Youville Catholic Elementary School,Oakville,0,1,0,1
2020-09-25,2020-09-28,Peel District School Board,Briarwood Public School,Mississauga,0,1,0,1
2020-09-25,2020-09-28,Peel District School Board,John Fraser Secondary School,Mississauga,1,0,0,1
2020-09-25,2020-09-28,Peel District School Board,Louise Arbour Secondary School,Brampton,1,0,0,1
2020-09-25,2020-09-28,Peel District School Board,North Field Office,Brampton,0,1,0,1
2020-09-25,2020-09-28,Peel District School Board,Ross Drive Public School,Brampton,0,1,0,1
2020-09-25,2020-09-28,Peel District School Board,Ruth Thompson Middle School,Mississauga,0,0,1,1
2020-09-25,2020-09-28,Renfrew County District School Board,Fellowes High School,Pembroke,1,4,0,5
2020-09-25,2020-09-28,Toronto District School Board,Bloordale Middle School,Toronto,0,1,0,1
2020-09-25,2020-09-28,Toronto District School Board,Charles G Fraser Junior Public School,Toronto,0,1,0,1
2020-09-25,2020-09-28,Toronto District School Board,Don Mills Middle School,Toronto,0,1,0,1
2020-09-25,2020-09-28,Toronto District School Board,Earl Haig Secondary School,Toronto,0,1,0,1
2020-09-25,2020-09-28,Waterloo Region District School Board,Edna Staebler Public School,Waterloo,0,1,0,1
2020-09-25,2020-09-28,York Region District School Board,Little Rouge Public School,Markham,1,0,0,1
2020-09-25,2020-09-28,Peel District School Board,The Valleys Senior Public School,Mississauga,0,0,1,1
2020-09-25,2020-09-28,Toronto District School Board,York Mills Collegiate Institute,Toronto,0,1,0,1
2020-09-25,2020-09-28,Toronto District School Board,Brookhaven Public School,Toronto,0,1,0,1
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique d'enseignement personnalisé La Source,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Ottawa Catholic District School Board,St Leonard Elementary School,Ottawa,2,0,0,2
2020-09-25,2020-09-28,Ottawa Catholic District School Board,Monsignor Paul Baxter Elementary School,Ottawa,2,2,0,4
2020-09-25,2020-09-28,Simcoe County District School Board,Twin Lakes Secondary School,Orillia,0,1,0,1
2020-09-25,2020-09-28,Windsor-Essex Catholic District School Board,Stella Maris Catholic Elementary School,Amherstburg,1,0,0,1
2020-09-25,2020-09-28,Toronto District School Board,School for Experiential Education,Toronto,0,1,0,1
2020-09-25,2020-09-28,Peel District School Board,Mountain Ash Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Robert J. Lee Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,York Region District School Board,Blue Willow Public School,Woodbridge,0,0,1,1
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-Rémi,Ottawa,1,1,0,2
2020-09-25,2020-09-28,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique Louis-Riel,Ottawa,0,0,1,1
2020-09-25,2020-09-28,Ottawa Catholic District School Board,Holy Cross Elementary School,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Peel District School Board,Ingleborough Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Tribune Drive Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,William Parkway Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Edenrose Public School,Mississauga,0,0,1,1
2020-09-25,2020-09-28,Dufferin Peel Catholic District School Board,St. Raphael Elementary School,Mississauga,0,0,2,2
2020-09-25,2020-09-28,York Region District School Board,Dr. Roberta Bondar Public School,Vaughan,0,0,1,1
2020-09-25,2020-09-28,Waterloo Catholic District School Board,St Anne Catholic Elementary School ,Cambridge ,1,0,0,1
2020-09-25,2020-09-28,York Region District School Board,Sir Wilfrid Laurier Public School,Markham,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Folkstone Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Goldcrest Public School,Brampton,0,0,2,2
2020-09-25,2020-09-28,Halton District School Board,Emily Carr Public School,Oakville,0,0,1,1
2020-09-25,2020-09-28,Toronto District School Board,York Memorial Collegiate Institute,Toronto,1,0,0,1
2020-09-25,2020-09-28,Ottawa Catholic District School Board,Holy Spirit Elementary School,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-Jean-Paul II,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Maurice-Lapointe,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Durham District School Board,Nottingham Public School,Ajax,1,0,0,1
2020-09-25,2020-09-28,Halton Catholic District School Board,St. Thomas Aquinas Catholic Secondary School,Oakville,0,0,1,1
2020-09-25,2020-09-28,Dufferin Peel Catholic District School Board,St. Cecilia Elementary School,Brampton,0,0,1,1
2020-09-25,2020-09-28,York Region District School Board,Tommy Douglas Secondary School,Vaughan,0,0,1,1
2020-09-25,2020-09-28,York Region District School Board,Carrville Mills Public School,Vaughan,0,0,1,1
2020-09-25,2020-09-28,Niagara Catholic District School Board,Mary Ward Catholic Elementary School,Niagara Falls,0,1,0,1
2020-09-25,2020-09-28,Grand Erie District School Board,Russell Reid Elementary School,Brantford,0,1,0,1
2020-09-25,2020-09-28,Simcoe Muskoka Catholic District School Board,St. John Vianney Catholic School,Barrie,0,0,1,1
2020-09-25,2020-09-28,Keewatin-Patricia District School Board,Golden Learning Centre,Red Lake,1,0,0,1
2020-09-25,2020-09-28,Hamilton Wentworth Catholic District School Board,Bishop Tonnos Catholic Secondary School,Hamilton,1,0,0,1
2020-09-25,2020-09-28,Toronto Catholic District School Board,St. Basil- the-Great College School,Toronto,0,1,0,1
2020-09-25,2020-09-28,Conseil scolaire catholique Providence,École catholique secondaire l'Essor ,Windsor,1,0,0,1
2020-09-25,2020-09-28,Durham District School Board,Pine Ridge Secondary School,Pickering,2,0,0,2
2020-09-25,2020-09-28,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Au Coeur d'Ottawa,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Toronto District School Board,Richview Collegiate Intstitute,Toronto,3,0,0,3
2020-09-25,2020-09-28,Dufferin Peel Catholic District School Board,Loyola Catholic Secondary School,Mississauga,0,0,1,1
2020-09-25,2020-09-28,Dufferin Peel Catholic District School Board,Robert F. Hall Catholic Secondary School,Caledon,0,0,2,2
2020-09-25,2020-09-28,Peel District School Board,Plum Tree Park Public School,Mississauga,0,0,1,1
2020-09-25,2020-09-28,District School Board of Niagara,Eastdale Secondary School,Welland,0,2,0,2
2020-09-25,2020-09-28,York Catholic District School Board,St. Michael the Archangel Catholic Elementary School,Woodbridge,0,0,1,1
2020-09-25,2020-09-28,Halton District School Board,Sunningdale Public School,Oakville,0,0,2,2
2020-09-25,2020-09-28,Peel District School Board,Castlemore Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Conseil scolaire catholique MonAvenir,l’École secondaire catholique Saint-Charles-Garnier,Whitby,1,0,0,1
2020-09-25,2020-09-28,Waterloo Region District School Board,Riverside Public School,Woolwich,1,0,0,1
2020-09-25,2020-09-28,Greater Essex County District School Board,Kingsville District High School,Kingsville,1,0,0,1
2020-09-25,2020-09-28,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Marie-Curie ,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Michaëlle-Jean,Ottawa,1,0,0,1
2020-09-25,2020-09-28,Peel District School Board,Gordon Graydon Senior Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Heart Lake Secondary School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Kingswood Drive Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Walnut Grove Public School,Brampton,0,0,1,1
2020-09-25,2020-09-28,Simcoe Muskoka Catholic District School Board,Father F.X. O'Reilly Catholic School,New Tecumseth,0,0,1,1
2020-09-25,2020-09-28,Simcoe County District School Board,Bear Creek Secondary School,Barrie,0,0,1,1
2020-09-25,2020-09-28,Peel District School Board,Port Credit Secondary School,Mississauga,0,0,1,1
